Country Name,Country Code,Indicator Name,Indicator Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Lebanon,LBN,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Lower middle income,LMC,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,0.03386960203,0.03420265071,0.03439380911,0.03892733564,0.04813372424,0.05328360197,,,,,,,
Late-demographic dividend,LTE,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,0.008107155446,,0.037093364,0.04790239886,0.04834510971,0.05410669841,,,0.05533651518,,,0.07109245404,,,,
Luxembourg,LUX,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,0.03371397499,,,0.03933518006,,,0.02184336708,,,0.03107198343,,,,
"Macao SAR, China",MAC,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,4.297460138,4.304911801,3.879983971,4.08611482,4.392782095,4.567937445,4.548107095,4.605730838,,,,,5.416356275,5.709169305,5.586093068,5.95875166,
Monaco,MCO,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,9.844492441,9.83175151,9.832175676,9.834721443,9.844490718,9.816059427,9.517354058
Madagascar,MDG,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,2.179075974,2.179075974,2.179075974,2.179075974,2.176411611,2.176411611,2.176411611,,,,,,,,,,,,,
Maldives,MDV,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,1.907085875,1.952707141,5.054893497,5.067092052,4.977507029,5.430796768,5.47905183,5.809030813,6.384595646,5.691857689,5.823935026,5.943411512,,,,,6.280565209,6.240606148
Marshall Islands,MHL,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,7.397769517,,,,,,5.841269841,,,6.674624506,,,,
Mali,MLI,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Malta,MLT,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,20.19230769,,25.80645161,,30.10752688,30.10752688,30.10752688,33.88189739,33.88189739,33.98058252,36.16813294,36.16813294,36.16813294,33.71868979,33.71868979,33.71868979,33.71868979,33.71868979
Myanmar,MMR,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,11.01002351,12.47931605,12.63072533,12.7432701,13.17650677
Middle East & North Africa (excluding high income),MNA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,0.03976618539,0.03143690705,0.03172723322,0.03217758501,0.04172050788,0.05341636382
Northern Mariana Islands,MNP,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,0.1063400941,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,0.0575880588,,,,,,,,,,,,,,,,
Mauritius,MUS,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,21,22.22222222,21.42857143,21.875,22.34042553,22.82608696,23.07692308,23.07692308,21.97802198,22.47191011,21.83908046,22.09302326,19.76744186,19.30232558,19.53488372,19.18604651,20.23255814,18.13953488,18.37209302
Malawi,MWI,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,0.5791505792,0.5298013245,0.74222668,0.5335786569,,,,,,,,,,,,
Malaysia,MYS,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,5.509163327,,5.157544309,5.156924513,5.156924513,5.156924513,5.156924513,5.156924513
North America,NAC,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
New Caledonia,NCL,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Niger,NER,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,0.1721052632,,,,,0.1701612535,,0.1968845644,,,0.1962172301,,,,,0.3408652918,0.3924462948,0.4432371183,0.5721402665
Nigeria,NGA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,0.33100001,,,,,0.3249805702,,,,,0.3210864957,,,,,0.3172846927,,,
Nicaragua,NIC,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,4.799504567,,10.55160886,,,7.31720344,,,5.509850617,,,11.07438017,,14.00658617,16.34191986,
Norway,NOR,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,4.230769231,4.150579151,5.410628019,5.329457364,,,4.334426881,,1.980257857,1.970332965,,,3.425977039,,,,
Nepal,NPL,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,24.63560335,25.42006721,25.86705202,26.40096618,29.73824527,,,,,,,,,,
Nauru,NRU,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,3.173816018,,,,,4.431096022,,,,,,,6.297229219,,,,,,
OECD members,OED,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Oman,OMN,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,4.77773864,4.842935625,5.771966527,5.88718663,6.950796187,7.458781141,7.554399891,7.397887493
Other small states,OSS,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,48.19863681,48.91009652,49.45442701,52.10153974,52.77352982,52.94036253,53.03640352,54.62577521,55.0500326,55.72895976,51.95347284,51.46549095,49.44873208,51.27992938,51.73747307,50.55443822,49.23925087,50.41539253,50.4638934,52.66454266
Panama,PAN,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,1.433820235,1.435492553,1.433948736,1.200146488,0.8926204154,0.9365290723,1.10566206,,,,,,,1.875074744
Peru,PER,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,8.333333333,8.227311281,9.067443797,9.396694215,9.107438017,9.265905383,,,,,,,,,
Palau,PLW,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Poland,POL,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,0.4463724381,,0.4654470231,,,0.3183611323,,,0.5274115198,,,0.923194657,,,,
Pre-demographic dividend,PRE,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,7.657657658,7.884972171,,,,8.349206349,,,,,10.67073171,,,,,,,,
"Korea, Dem. People's Rep.",PRK,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,11.87272646,,15.94407963,,,12.75255393,,,12.96371349,,,13.09909009,,,14.54131198,
Paraguay,PRY,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,3.286290323,3.259557344,3.117408907,3.198380567,3.137734311,3.404167526,3.683662851,3.562447611,,3.414243798,3.725743855,3.777727874,3.651536347,,,,,,,
Pacific island small states,PSS,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,19.08957416,16.86046512,,,,15.49295775,15.49295775,15.27777778,14.86486486,16.21621622,17.56756757
Romania,ROU,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,2.209758075,3.293291942,3.844594595,2.314225053,0.3244005642,0.6873708954,2.347762289,1.884993399,2.173115043,0.588443063,0.7402374481,1.20803903,1.300970874,1.048445409,1.248376389,1.131573108,1.584691284,1.990457731,2.075799219,3.480244279
Russian Federation,RUS,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,2.069067283,2.052148386,2.099622244,2.097416427,2.074369436,2.05719112,2.019372236,1.970820533,,,,,,,,,,,,
Rwanda,RWA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,0.4453418588,,,,,,,,,,,,,,,
South Asia,SAS,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,0.685298027,,,,,0.685763639,,,,,0.6870691396,,,,,0.6860754469,0.6860760445,,
Sudan,SDN,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,0.738050955,2.058068889,2.233830755,2.257158764
Senegal,SEN,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,0.64,0.62557924,0.6906872338,0.7634457612,0.7422243167,,,,,,,,,,,,,,
Singapore,SGP,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,2.146245952,2.090747331,2.348443474,2.549219547,1.931695256,2.178479732,2.467878408,1.34122288,1.255363102,1.576378331,1.652159897,1.73715399,,1.869697718,,1.865016308,2.124278665,2.291544702
San Marino,SMR,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,0.7356516822,0.7321783425,0.7253857254,0.8823194997,0.7099045888,0.9636641914,1.530641714,1.518102658,1.283367556,1.580005745,1.244212963,1.454333915,1.347863493,1.349798966,1.484018265
Sub-Saharan Africa (excluding high income),SSA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Small states,SST,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,70.21144279,71.06002554,69.55,72.99180328,72.65625,72.56235828,75.86206897,75.86206897,75,73.80952381,75,71.42857143
Slovak Republic,SVK,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,4.922394678,3.352704515,4.203935599,2.171664943,1.339515714,1.289324394,1.295336788,1.342281879,1.03626943,0.7610428344,0.7151370679,1.286707482,0.9717967677,0.9579760771,1.117229694,1.198303287,1.298563065,1.159343568,1.071618037,1.242697823
Slovenia,SVN,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,0.5882352941,0.5940594059,0.5882352941,0.6097560976,0.3929273084,0.6109979633,0.8032128514,0.6466632178,0.6398771436,0.6411694932,0.6445271588,0.3269095605,0.3277560184,0.3252878798,0.4866258982,0.5020405519,0.5202913632,0.522875817,0.5144705037,0.6486592737
Sweden,SWE,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,1.70805766,,1.525990254,,1.735717261,,,2.049647005,,,1.709441121,,,1.688227427,,,,
Eswatini,SWZ,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,3.663398693,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,5,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,9.853036994,10.3487954,10.3124096,10.10304821,10.04533353,9.75679954,8.90135174,9.641932701,10.05389867,10.25788377,9.410243517,,,,,,,
Turks and Caicos Islands,TCA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Togo,TGO,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Thailand,THA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,16.97768173,16.86692266,11.5272593,11.43445212,11.49319977,11.55910699,11.57445077
Turkmenistan,TKM,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,8.599048186,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Tonga,TON,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,9.090909091,,,,,,,,9.259259259,,,,,,,,
Tunisia,TUN,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,3.642488683,3.677148417,3.556827473,3.621566633,3.623778502,3.803793596,3.885772565,4.007691529,4.127081418,3.895198247,3.762907069,3.839951623,3.942472091,,,,,,,
Turkiye,TUR,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,12.65899602,12.83092215,12.65469546,12.6507047,12.87876917,13.20086065,13.3300956,13.40237979,13.36768174,13.63505634,13.57825396,13.57259974,13.52648234,13.52753495,13.60624087,13.73669792,13.79556637,13.82702301,13.81017955
Tuvalu,TUV,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,0.0733957683,,,,,,,
Ukraine,UKR,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,1.312794491,1.763696976,1.768589046,,,,,,0.9811997287,0.896600189,0.8987185388,0.9104777587,0.9680681982,0.7467900075,0.7564806784,0.7924846441,0.8990334788,0.9654237944,0.9876304132,1.052988308
Upper middle income,UMC,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,1.150051038,1.079037801,1.226659398,1.16781423,1.233284833,1.376841526,1.404790335,,,,1.563233861,1.56789403,1.571440652,,
United States,USA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,5.419014971,,,,,5.548159947,5.409801795,,,,5.60433188,,,,,5.785517294,,,
Uzbekistan,UZB,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,14.35298262,14.34174832,14.63271349,14.63227313,14.59266767,14.53129563
St. Vincent and the Grenadines,VCT,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,3.168050466,,,,,,,,,,,,,
British Virgin Islands,VGB,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
World,WLD,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,1.587350734,1.661236433,,,,,,,,,
Zambia,ZMB,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,